Plant bioelectric data log. Project: Setup
R0-2020-05-02.csv
Channel0 is the control (a potato) sampled once every minute for a second.
Channel1 is the plant connected to tinned copper wire and sampled every minute for 59 seconds.
Gain: 16
Volts per division: 0.007812619211108568
Data rate: 8
Time                 Value in mV
"('17:27:52:963951', 12.2814, 48.0632)"
"('17:28:03:228891', 12.3752, 12.3439)"
"('17:28:13:492875', 12.3127, 53.4071)"
"('17:28:23:756574', 12.258, 48.5554)"
"('17:28:34:018890', 12.1408, 39.6725)"
"('17:28:44:283705', 11.9689, 47.6726)"
"('17:28:54:547250', 12.008, 47.8289)"
"('17:29:04:810849', 12.133, 12.0705)"
"('17:29:15:074940', 12.0002, 55.2821)"
"('17:29:25:339295', 11.9846, 48.5476)"
"('17:29:35:602836', 12.0314, 39.8912)"
"('17:29:45:866546', 11.9299, 48.0164)"
"('17:29:56:131348', 11.9377, 47.1023)"
"('17:30:06:394215', 11.8439, 11.8986)"
"('17:30:16:657766', 11.8439, 55.9696)"
"('17:30:26:921425', 11.8596, 49.0867)"
"('17:30:37:184373', 11.8361, 40.2037)"
"('17:30:47:447973', 11.9064, 47.8054)"
"('17:30:57:711500', 11.8361, 47.9929)"
"('17:31:07:974399', 11.9299, 11.8908)"
"('17:31:18:235071', 11.8674, 56.8056)"
"('17:31:28:498631', 12.0549, 49.2508)"
"('17:31:38:762158', 12.0783, 40.9303)"
"('17:31:49:026198', 12.0392, 47.9929)"
"('17:31:59:284204', 12.0158, 48.0007)"
"('17:32:09:548022', 11.8908, 11.8908)"
"('17:32:19:811545', 11.8283, 57.2665)"
"('17:32:30:075552', 11.8986, 49.2664)"
"('17:32:40:339840', 43.2038, 37.7896)"
"('17:32:50:603348', 11.7346, 46.1491)"
"('17:33:00:864894', 11.5705, 11.5705)"
"('17:33:11:129450', 11.3986, 48.196)"
"('17:33:21:393374', 11.5002, 47.3601)"
"('17:33:31:656909', 11.3595, 38.9537)"
"('17:33:41:920599', 11.4377, 46.5788)"
"('17:33:52:185532', 11.3439, 47.5085)"
"('17:34:02:449293', 11.3283, 11.297)"
"('17:34:12:712826', 11.2111, 51.0945)"
"('17:34:22:976543', 11.172, 47.7429)"
"('17:34:33:241087', 11.0314, 39.0943)"
"('17:34:43:504793', 10.9064, 47.071)"
"('17:34:53:768231', 10.9767, 47.4617)"
"('17:35:04:032120', 10.8517, 10.8049)"
"('17:35:14:291580', 10.6955, 52.8367)"
"('17:35:24:549718', 10.7502, 47.9304)"
"('17:35:34:807810', 10.7345, 39.4225)"
"('17:35:45:072382', 10.6642, 47.3445)"
"('17:35:55:334187', 10.6173, 47.5789)"
"('17:36:05:597649', 10.5861, 10.5392)"
"('17:36:15:861142', 10.3673, 53.8524)"
"('17:36:26:125674', 10.422, 48.6414)"
"('17:36:36:403356', 10.3595, 39.8678)"
"('17:36:46:666818', 10.2345, 47.6804)"
"('17:36:56:930490', 10.2658, 47.6023)"
"('17:37:07:194977', 10.133, 10.172)"
"('17:37:17:458447', 10.1252, 54.4696)"
"('17:37:27:721867', 10.047, 48.5711)"
"('17:37:37:985448', 9.9767, 40.1725)"
"('17:37:48:244246', 9.8986, 47.7351)"
"('17:37:58:507696', 9.8439, 47.9617)"
"('17:38:08:771160', 9.7814, 9.7501)"
"('17:38:19:034956', 9.6798, 55.5321)"
"('17:38:29:299217', 9.6876, 48.9148)"
"('17:38:39:562668', 9.6095, 40.86)"
"('17:38:49:826124', 9.6564, 48.2585)"
"('17:39:00:090191', 9.547, 48.0085)"
"('17:39:10:353147', 9.4845, 9.4142)"
"('17:39:20:610470', 9.2423, 56.3993)"
"('17:39:30:870661', 9.3595, 49.4226)"
"('17:39:41:135255', 9.1955, 41.3131)"
"('17:39:51:394181', 9.2814, 48.4617)"
"('17:40:01:650819', 9.2345, 48.1726)"
"('17:40:11:914479', 9.2189, 9.2189)"
"('17:40:22:178980', 9.1564, 57.2196)"
"('17:40:32:442598', 9.0392, 49.9617)"
"('17:40:42:706064', 46.0398, 40.4537)"
"('17:40:52:969992', 9.172, 48.5711)"
"('17:41:03:234610', 9.1642, 9.133)"
"('17:41:13:498532', 9.0158, 48.9148)"
"('17:41:23:761965', 9.0158, 48.5554)"
"('17:41:34:025895', 9.0001, 40.3209)"
"('17:41:44:289737', 9.0548, 47.407)"
"('17:41:54:547223', 8.9611, 48.2429)"
"('17:42:04:810707', 8.9923, 9.0079)"
"('17:42:15:074673', 8.8673, 51.7352)"
"('17:42:25:338866', 8.9376, 48.6726)"
"('17:42:35:602309', 8.9767, 40.3209)"
"('17:42:45:857346', 8.8986, 48.0007)"
"('17:42:56:121367', 9.0001, 48.3289)"
"('17:43:06:381234', 8.8986, 8.9845)"
"('17:43:16:640321', 8.9376, 53.2743)"
"('17:43:26:900245', 8.9689, 49.157)"
"('17:43:37:164294', 9.1173, 40.9147)"
"('17:43:47:427769', 9.3048, 48.2585)"
"('17:43:57:691172', 9.3517, 48.3914)"
"('17:44:07:954751', 9.2345, 9.2814)"
"('17:44:18:214330', 9.2736, 54.3133)"
"('17:44:28:477780', 9.3439, 49.4148)"
"('17:44:38:741191', 9.2814, 41.1022)"
"('17:44:49:005018', 9.3517, 48.4461)"
"('17:44:59:264357', 9.3751, 48.5398)"
"('17:45:09:527780', 9.3205, 9.297)"
"('17:45:19:791243', 9.2736, 55.454)"
"('17:45:30:055184', 9.1955, 49.6883)"
"('17:45:40:314200', 9.2267, 41.4147)"
"('17:45:50:576638', 9.0705, 48.9461)"
"('17:46:00:833342', 9.0548, 49.0398)"
"('17:46:11:097904', 9.0548, 9.0314)"
"('17:46:21:358303', 8.9376, 56.7431)"
"('17:46:31:616324', 8.8829, 50.4617)"
"('17:46:41:874738', 8.8517, 42.4147)"
"('17:46:52:138612', 8.8048, 49.5398)"
"('17:47:02:396998', 8.7658, 49.1179)"
"('17:47:12:656025', 8.7345, 8.6642)"
"('17:47:22:911976', 8.6173, 57.2821)"
"('17:47:33:176536', 8.6251, 50.9773)"
"('17:47:43:440101', 8.6017, 43.5632)"
"('17:47:53:703606', 8.5079, 50.0633)"
"('17:48:03:967547', 8.3673, 50.0711)"
"('17:48:14:224370', 8.2814, 50.0008)"
"('17:48:24:487910', 8.2189, 49.8679)"
"('17:48:34:751424', 8.0392, 49.8054)"
"('17:48:45:015466', 47.946, 41.9225)"
"('17:48:55:279983', 8.0626, 49.6101)"
"('17:49:05:543846', 7.9376, 7.9923)"
"('17:49:15:807862', 7.9923, 50.0242)"
"('17:49:26:072478', 7.9454, 49.7039)"
"('17:49:36:337091', 7.8986, 42.5475)"
"('17:49:46:600675', 7.8282, 48.8445)"
"('17:49:56:864230', 7.8829, 49.7351)"
"('17:50:07:128720', 7.8751, 7.8204)"
"('17:50:17:392360', 7.7345, 52.5711)"
"('17:50:27:655886', 7.8048, 50.0555)"
"('17:50:37:912716', 7.7736, 42.9928)"
"('17:50:48:174369', 7.7501, 49.5945)"
"('17:50:58:437991', 7.6486, 50.2586)"
"('17:51:08:701545', 7.6954, 7.6642)"
"('17:51:18:965328', 7.547, 54.4071)"
"('17:51:29:229932', 7.6642, 50.6805)"
"('17:51:39:493493', 7.6173, 43.2116)"
"('17:51:49:757053', 7.5001, 50.0164)"
"('17:52:00:019691', 7.5079, 50.0945)"
"('17:52:10:284069', 7.4376, 7.4142)"
"('17:52:20:547611', 7.4532, 55.6493)"
"('17:52:30:811205', 7.4611, 51.0164)"
"('17:52:41:074565', 7.3517, 43.6882)"
"('17:52:51:338777', 7.4142, 50.3367)"
"('17:53:01:602327', 7.3048, 50.493)"
"('17:53:11:865847', 7.2423, 7.3126)"
"('17:53:22:129992', 7.336, 56.7821)"
"('17:53:32:394165', 7.3048, 51.6805)"
